name,description,price,currency,brand,image
"POWERTEC 6 Inch Jointer Blades for Delta 37-190 37-195 37-205 37-220 37-275X, JET JJ-6CS Jointer, Replacement for Delta 37-658, JET 708457K Jointer Knives, Set of 3 (14803)","Product Description Introducing the 6 Inch Jointer Planer Knives (3pcs) Set by POWERTEC.These woodworking cutting tools are intended to serve as premium replacement blade knives for your jointer machine. Each blade possesses impressively sharp single cutting edge that produces high precision cutting action for a variety of workshop applications.Premium BuildDesigned with a M2 high speed steel construction that offers a combination of durability, along with wear and heat resistance. These HSS blades allow you to cut at higher speeds when compared to traditional alloys. This not only improves your efficiency and workflow, but your cutting capabilities as well. They also come equipped with machined locator (mounting) holes that help you safely align the knives to the jointer cutting head with minimum effort. Suitable for a professional or hobbyist.Compatible WithDelta: 37-658, 37-190, 37-195, 37-205, 37-220, 37-275XJET: 708457K, JJ-6CSSpecificationsMaterial: High Speed SteelLength: 6-1/16"" (154 mm)Width: 11/16"" (16.5 mm)Thickness: 1/8"" (2.7 mm)POWERTEC is a leading manufacturer of high quality woodworking tools and accessories, machines, and an assortment of OEM replacement parts. We are committed to exceeding expectations, while bringing the latest innovations, technology, and product development to the industry. From the Manufacturer POWERTEC High Speed Steel (HSS) Knives are made of premium High Speed Steel (HSS) with performance that meets or exceeds OEM product. The manufacturing process started with premium HSS material, followed by strictly professional machining and quality control that ensure extreme sharpness, precision, balancing, and tight tolerance in every piece of ""POWERTEC HSS Knife"" product. The final Heat Treatment enhances the hardness and durability. ""POWERTEC High Speed Steel (HSS) Knives"" stay sharp and last longer than conventional product. We guarantee that ""POWERTEC High Speed Steel (HSS) Knives"" meet or exceed OEM quality and industrial standard.",15.9,USD,POWERTEC,"[""https://m.media-amazon.com/images/I/51Mf5RAlsJL._AC_SL1500_.jpg"",""https://m.media-amazon.com/images/I/51WXGlUA63L._AC_SL1200_.jpg"",""https://m.media-amazon.com/images/I/61UdpUS38lL._AC_SL1200_.jpg"",""https://m.media-amazon.com/images/I/61FjSFFUNIL._AC_SL1200_.jpg"",""https://m.media-amazon.com/images/I/61wiZ2JlG3L._AC_SL1200_.jpg"",""https://m.media-amazon.com/images/I/71vw22OH8vL._AC_SL1200_.jpg"",""https://m.media-amazon.com/images/I/51c2ZSmRy7L._AC_SL1200_.jpg""]"
"TSI Supercool 16532 Radiator Dye, 1 oz (Single Application)","TSI Supercool 16532 Radiator Dye - 1-Ounce - Single Application is a Synthetic U/V Leak Detection Dye that is engineered to quickly find cooling system leaks. It is detectable with any U/V light. It is conveniently designed for easy measuring, use 1-Ounce per vehicle.",7.33,USD,TSI Supercool,
"Kitdacnin Mothers Day for Wife Gifts from Husband, Anniversary Romantic Gifts for Women, Wife Birthday Gift Ideas, Christmas Valentine's Gifts for Wife, Wife Blanket","A lovely gift for your wife ! This soft facecloth blanket is a thoughtful and personal gift designed specifically for wives, a husband's way of showing his wife love by blanketing her and making her feel special, warm and loved.",35.99,USD,Kitdacnin,
MTM H50-XL Deluxe Handled 50-Round Rifle Ammo Case Box 270 300 WSM 338 Lapua,"These deluxe 50 round ammo boxes were designed for the ultimate ammo protection and ease of transporting. Ideal ammunition storage for competitive shooters, varmint hunters and precision reloaders. Bullets are placed in the box in the down position and are protected by four special fingers. These fingers are designed to keep most bullet tips from hitting the bottom of the box, preventing tip damage that can change bullet flight characteristics. There is also extra space provided between rounds to facilitate easy removal. Stackable design and has generously proportioned handle for easy carrying. The case has a scuff resistant textured finish and a strong full length hinge. Made out of Polypropylene, that won't crack, chip, contract, expand or warp. TSA compliant. 10 year guarantee and comes with a pressure sensitive load label for recording load data.Calibers are list bullet up. H50-XL holds: 25 / 270 / 300 / 325 / 338 / 7mm WSM, 300 Pegasus, 300 / 7MM Rem. SAUM, 300 / 338 / 375 / 7mm Rem. Ultra Mag., 30 Super Flanged, 330 / 375 / 416 Dakota, 333 Jeffery, 338 Excalibur, 338 Lapua Mag., 338-378 / 375 Wby. Mag., 348 Win., 358 Shooting Times Alaskan, 404 Jefffery, 404 Nitro, 40-70 Sharps(Straight) 416 Rigby, 45-110 Sharps, 458 Lott, 470 Capstick, 500 A-Square, 6.5x58 Rimmed, 7.21 Firebird, 7.62 Lazzeroni Warbird, 7.82 Warbird, 8x56 Rimmed Hungarian, 8x65 Rimmed, 8x64 Brenneke, 8.59 Galaxy, 8.59 Titan, 9.3x62, 9.3x82 Rimmed, 10.57 Meteor.Bullet UP Max. OAL= 3.95""""Bullet DOWN Max. OAL= 4.4""""All MTM Case-Gard's are MADE IN USA in their factory in Dayton Ohio.",14.09,USD,MTM,
"Aothia Dual-Sided Desk Pad - Leather Desk Mat, Natural Cork Desk Pad Protector, Large Mouse Pad for Desk, Waterproof Desk Blotter Pad, Desk Writing Pad for Office Work/Home, Beige (36""x17"")","Aothia Cork Dual-Sided Desk Pad for Office and Home   Natural Large Cork Desk Mat   Dual-sided Style with Premium Cork Base. We employ bark processing techniques to craft the cork surface of our desk pad, meticulously hand-cutting each piece. Using our desk mat provides a tactile experience that connects you with nature. Multifunctional Desk Blotter Pad Previous page Handcrafted We employ bark processing techniques to craft the cork surface of our desk pad, meticulously hand-cutting each piece. Desk Writing Pad The surface is made of a soft matte material to prevent glare and reduce eye strain from light reflections. Home Work Working from home can reduce commuting time and time spent interacting with colleagues, allowing for more focused attention on work tasks and increased efficiency. Next page Multi-Color Faux Leather Desk Pad   Large Mouse Pad Size：23.6"" x 13.7"" / 31.5"" x 15.7"" / 36"" x 17"" Large Mouse Mat Color：Black / Olive Green / Prussian Blue / Off-white / Beige / Mummy Brown / Khaki / Coffee and More.   High-Quality PU leather. Aothia desk mat is made from high quality PU leather and a unique blend of plant based cork.   Waterproof & Easy to Clean Protects your desk from scratches, stains, spills, heat and scuffs.You can easily clean any dirt with a damp cloth   Suitable for Writing This desk pad is perfect for writing with its comfortable surface, providing wrist support and staying in place with a non-slip backing.   Smooth Movement The high-quality texture and spacious surface allow smooth and precise mouse movement, ensuring maximum convenience.   Aothia Office Products - Continued New Arrivals... Cork Dual-Sided Desk Pad Add to Cart Desk Pad Add to Cart Dual-Sided Desk Pad Add to Cart Extra Large Desk Pad Add to Cart Large Dual Monitor Stand Add to Cart 3 IN 1 Monitor Stand Add to Cart Large Dual Monitor Stand Add to Cart Customer Reviews 4.7 out of 5 stars 9,304 4.7 out of 5 stars 72,459 4.5 out of 5 stars 4,468 4.5 out of 5 stars 59 4.6 out of 5 stars 1,260 4.5 out of 5 stars 620 4.6 out of 5 stars 35 Price $11.95$11.95 $13.99$13.99 $9.99$9.99 $16.99$16.99 $59.99$59.99 $36.99$36.99 $49.99$49.99 U.P. 14.̶9̶9̶ 16.̶9̶9̶ 10.̶9̶9̶ 24.̶9̶9̶ $74.̶9̶9̶ $44.̶9̶9̶ $59.̶9̶9̶ Material Cork+Faux Leather Faux Leather Faux Leather Faux Leather Solid Wood+Cork Solid Wood+Metal Solid Wood+Metal Certification OEKO-TEX STANDARD 100 OEKO-TEX STANDARD 100 OEKO-TEX STANDARD 100 OEKO-TEX STANDARD 100 FSC certification FSC certification FSC certification Suitable For Office ✔ ✔ ✔ ✔ ✔ ✔ ✔ Simple And Stylish ✔ ✔ ✔ ✔ ✔ ✔ ✔",18.95,USD,Aothia,
Kreg ACS430 Adaptive Cutting System 62-inch Guide Track - Circular Track Saw - Aluminum Saw Guide - Cut Wood & Plywood - Works with Plunge Saw - Splinter-Free Cuts,"Precision Makes precise cuts as a standalone track saw or on the Adaptive Cutting System Project Table. Zero-offset design Aligns track edge with exact cut location. Anti-Chip Strip Provide splinter-free, clean cuts.",99.0,USD,KREG,
"Best Choice Products 45.5in 3-Piece Bench Style Dining Furniture Set, 4-Person Space-Saving Dinette for Kitchen, Dining Room w/ 2 Benches, Table - Brown/Black","About this item FITS A FAMILY OF 4: Two bench-style seats with a large 45.5in by 29.5in table provide space for the whole family to enjoy CROSSBAR DESIGN: A set of three sturdy metal crossbars on the table and benches provide extra support while adding a modern industrial touch to a classic design THICK TABLETOP: Engineered wood planks on the tabletop and seats provide ample support and feature an attractive wood grain finish SPACE-SAVING DESIGN: Slide the bench seats seamlessly under the table when not in use to maximize the space in your dining room, then slide them out for quick seating DURABLE & STURDY: High-quality metal and wood laminate can easily support a party of four; each seat can hold up to 500 pounds, while the table boasts a high 175-pound capacity; TABLE DIMENSIONS: 45.5""(L) x 29.5""(W) x 29.5""(H); BENCH DIMENSIONS: 40.5""(L) x 12""(W) x 17.5""(H); TABLE WEIGHT CAPACITY: 175 lbs.; BENCH WEIGHT CAPACITY: 500 lbs. › See more product details",139.98,USD,Best Choice Products,
"12 Pack Notebook Journals for Travelers, Students and Office, Writing Sketchbook Memo Diary Subject Notebooks Planner with Blank Paper, 60 Pages, 30 Sheets, 8.3x5.5 inch, A5 Size, Travel Journal Set","Blank Journals & Notebooks Plain paper, write down any think right now Bound with Thread Perfect for workers, kids, students, traveler to carry A5 Sketchbook Journals 5.5"" x 8.3"", You can DIY, write and decorate the cover Do you like to plan things ? Do you like to DIY a the one and only cover ? Are you sick of notebooks where the ink bleeding through ? Are you tired when you watching the paper too long ? Do you like to take a bulky notebook ? Welcome to XYark! GREAT VALUE FOR MONEY! 12 pack classic notebook, Perfect for all Uses! 12 pcs unlined journal notebook,easy to draw pictures, tables, and drawings, easy to understand & attract your eyes . The Special paper is designed to avoid ink bleeding through and feathering. Wide Usage: Ideal for a diary, travel journal, composition, creative writing, poetry work, work records, study notes, mood diary, drawing books, scrapbooks and so on, refill office school classrooms supplies. Keep a gratitude log, track your workouts, budget track, meal plan, jot down ideas, write down wish lists, and so much more are waiting for your creating. Specification: Cover : Kraft cover, can paint, draw and decorate Paper Pages: 30 sheets, so front and back 60 pages Paper color: cream/ off- white Material: cream white thick paper GSM: 80 of each paper Page:Blank/Plain/Unlined Size(LW): 14x21 cm/5.5x8.3 inches, A5 size Quantity: 12 packs booklets Package: 12 Pack Unlined Blank Sketchbook Subject Notebook Journals Bulk Frequently Q & A Q1: Do the pages come out easily? A1: Bound with durable thread, don't worry about it . Q2: Do these bleed through pages easily? A2: No bleed through, no ghosting. It suitable for most pen types. No bleed through even with my highlighters. These dot notebooks soak up fountain pen ink at any nib width quite well. Q3: I am wanting to paint the covers of these. Will it bleed? A3: NO, this kraft cover is thick enough to paint and draw anything you want. 5.5x8.3 inch A5 Blank Notebook 5.5x8.3 inch Black Blank Notebook 8.5x11 inch A4 Blank Notebook 8.5x11 inch A4 Blank Kraft Notebook 3.5x5.5 inch A6 Blank Notebook Add to Cart Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.7 out of 5 stars 1,146 4.6 out of 5 stars 112 4.5 out of 5 stars 160 4.7 out of 5 stars 276 4.6 out of 5 stars 390 Price $18.99$18.99 $15.99$15.99 $34.99$34.99 $33.99$33.99 $12.99$12.99 Size A5- 5.5x8.3 inch A5- 5.5x8.3 inch A4- 8.5x11 inch A4- 8.5x11 inch A6- 3.5x5.5 inch Blank Paper ✓ ✓ ✓ ✓ ✓",18.99,USD,XYark,
"Stonewall Kitchen Peach Amaretto Jam, 12.5 Ounces","What makes our Family of Brands special?   A Family of Brands From our classic jams and jellies to finding your new favorite scent, enjoy the ease and convenience of browsing our premium brands under one roof.   High Quality Our products are the result of decades spent dreaming up, testing and producing only the very best in specialty foods and fine home living   From New England and Beyond From Wild Maine Blueberries grown right here in Maine, to our Montebello Pasta imported from Italy, we're sharing the best from across the globe   Award Winning Recognized by the industry and fans alike, we're proud to present our award winning family of brands. Give the Berry Best - Our Top Gift Baskets New England Gift Basket Add to Cart Morning Favorites Gift Add to Cart Blueberry Breakfast Gift Add to Cart Berry Breakfast Gift Add to Cart Maine Morning Batter Bowl Add to Cart Blueberry Batter Bowl Add to Cart Customer Reviews 4.6 out of 5 stars 241 4.6 out of 5 stars 96 4.7 out of 5 stars 159 4.6 out of 5 stars 96 4.6 out of 5 stars 98 4.8 out of 5 stars 122 Price $97.99$97.99 $136.00$136.00 $69.95$69.95 $136.00$136.00 $69.95$69.95 $54.95$54.95 Premium Quality ✔ ✔ ✔ ✔ ✔ ✔ Ready to Gift ✔ ✔ ✔ ✔ ✔ ✔ Number of Products 6 6 4 8 3 3 Gift Vessel Woven Basket Woven Basket Woven Basket Wooden Tapered Bin Melamine Batter Bowl Melamine Batter Bowl Accessories None Tea Towel Tea Towel Whisk Whisk Spatula Savor the Flavors - Our Savory Gift Baskets Ultimate Snack Basket Add to Cart Grilling Favorites Gift Add to Cart Antipasto Gift Add to Cart Pretzel and Dip Gift Add to Cart Hostess Gift See Details Customer Reviews 5.0 out of 5 stars 2 4.7 out of 5 stars 68 4.5 out of 5 stars 141 4.7 out of 5 stars 100 4.4 out of 5 stars 10 Price $175.00$175.00 $82.95$82.95 $54.90$54.90 $32.95$32.95 — Premium Quality ✔ ✔ ✔ ✔ ✔ Ready to Gift ✔ ✔ ✔ ✔ ✔ Number of Products 12 6 5 4 5 Gift Vessel Woven Basket Wooden Crate Woven Basket Woven Basket None Accessories None Tea Towel and Sauce Brush None None Wooden Cutting Board Stock Up On Company Classics Wild Maine Blueberry Jam See Details Roasted Garlic Onion Jam Add to Cart Bada Bing Cherries See Details Roasted Garlic Aioli Add to Cart 25 Star Balsamic Vinegar See Details Foaming Hand Soap Trio Add to Cart Conchiglie Add to Cart Customer Reviews 4.4 out of 5 stars 7,297 4.4 out of 5 stars 7,297 4.7 out of 5 stars 986 4.6 out of 5 stars 393 4.7 out of 5 stars 349 4.5 out of 5 stars 614 4.6 out of 5 stars 61 Price — $24.80$24.80 — $26.05$26.05 — $18.99$18.99 $24.95$24.95 Premium Quality ✔ ✔ ✔ ✔ ✔ ✔ ✔ Company Classic ✔ ✔ ✔ ✔ ✔ ✔ ✔ Flavor — Onions & Garlic Bing Cherries Roasted Garlic Balsamic Vinegar Lemon, Lavender, Honey Almond Pasta Made in Maine ✔ ✔ ✔ ✔ ✔ ✔ ✔ Brand — Stonewall Kitchen Tillen Farms Stonewall Kitchen Napa Valley Naturals Michel Design Works Montebello",13.19,USD,Stonewall Kitchen,
JINGCHENGMEI 19 Inch 4U Heavy Duty Vertical Wall Mountable Rack and 125 lb Wall Mountable Server Rack ((MFT-HVWRF4U),"JINGCHENGMEI's professional team design products to meet your standard 19-inch equipments according to EIA/ECA-310-E. Besides product's quality, reliability and compatibility, we are striving to optimize product structure and packaging to make our products meet your satifaction!       3 Seconds to Unfold The Heavy load 19-inch Vertical Rack is pre-assembled and only need 3 seconds to unfold. Only 4 Steps for Installation Only 4 steps to be mounted onto wall or under desk. Horizontal Installation Under a Desk or Table Besides installed onto wall vertically for saving space, you could mount under your desk horizontally.     Heavy load Style This Rack can hold up to 125 pounds of 19 inches networking, data and IT equipments. Max. Loading Capacity: 125 pounds Folding Structure Smaller Package, Easier Transportation! This 19-inch heavy load Vertical Rack is characterized by small volume, foldable structure, small packaging, good impact resistance and unbreakable property. Easy to carry. Privide a lower freight charge, and reduce unnecessary transportation losses. Made of high quality cold rolled steel with powder coating Including full set of screws and cage nuts Including 1 horizontal bubble for Installation well 1U Heavy load Vertical Rack 2U Heavy load Vertical Rack 3U Heavy load Vertical Rack 4U Heavy load Vertical Rack Add to Cart Add to Cart Add to Cart Add to Cart Customer Reviews 4.7 out of 5 stars 337 4.7 out of 5 stars 337 4.7 out of 5 stars 337 4.7 out of 5 stars 337 Price $24.99$24.99 $34.99$34.99 $37.99$37.99 $43.99$43.99 U Size 1U 2U 3U 4U Product Width 19.29 inches 19.29 inches 19.29 inches 19.29 inches Product Height 5.9 inches 5.9 inches 5.9 inches 5.9 inches Product Weight 1.65 lbs 2.13 lbs 2.4 lbs 2.75 lbs Max Loading Capacity 125 lbs 125 lbs 125 lbs 125 lbs",43.99,USD,JINGCHENGMEI,
"Olympia Tools 10"" Locking Sheet Metal C-Clamp, 11-410","Olympia Tools tools are always made high quality materials - an essential addition to your toolbox! Long lasting and durable, Olympia Tools are always there when needed.",14.99,USD,Olympia Tools,
"Tornado - 20 Inch High Velocity Industrial Wall Fan - 4750 CFM - 3 Speed - 6 FT Cord - Industrial, Commercial, Residential Use - UL Safety Listed","Why Choose Our Fans? Previous page Next page 1 Ball Bearing 2 Overheat Protection 3 360° Adjustable Tilting 4 3 Speed 5 Low Noise   Previous page Next page Various Size 20 Inch Wall Fan Add to Cart 20 Outdoor Wall Fan Add to Cart 18 Inch Wall Fan Add to Cart 24 Inch Wall Fan Add to Cart 20 Inch 2 Pack Add to Cart Customer Reviews 4.7 out of 5 stars 1,929 4.4 out of 5 stars 53 4.7 out of 5 stars 1,929 4.2 out of 5 stars 28 4.7 out of 5 stars 60 Price $79.84$79.84 $139.99$139.99 $71.91$71.91 $139.99$139.99 $149.99$149.99 Size 20 Inch 20 Inch 18 Inch 24 Inch 20 Inch Maximum speed 4750 4750 4150 7700 4750 High decibels 66 66 65 69 66 Indoor/Outdoor Indoor Outdoor Indoor Indoor Indoor Power cord length 6.0 ft 6.6 ft 6.0 ft 6.6 ft 6.0 ft",79.84,USD,Tornado,
"LOUTYTUO Seat Cushion Pillow,100% Memory Foam and Washable Cover,for Office Chair,Car Seat and Wheelchair,Tailbone & Sciatica & Back Pain Relief","Top materials, design and craftsmanship   UNIVERSAL UNISEX FIT, COMFORT ANYWHERE!   Cushion measures 17.7 x 15.3 x 4.7 inches(hole size: 4.3*3.1 inches). you can take this sitting pillow anywhere , great for travel or simple trips home to office. Enjoy your time anywhere! 100% Memory Foam Seat Cushion LOUTYTUO versatile seat cushion is designed to make life better, perfect measures 17.7 x 15.3 x 4.7 in(hole size: 4.3*3.1 in), made with premium quality memory foam, retaining its shape after each use, plus the built-in handle allows for convenient portability, is the best choice for office chair, car seat and wheelchair, zippered cover makes it easy to remove for washing and then re-inserting the memory foam. A must-have travel cushion! WHY CHOOSE US!   MACHINE WASHABLE COVER The mesh cover can easily be removed for cleaning. Just unzip the cover to remove the inner foam and toss in the wash.   100% PREMIUM MEMORY FOAM High density and compression makes memory foam soft but still holds its firmness and support for an individual to sit on without compress foam much.   TRAVEL HANDLE Designed with a built-in carry handle for you to take your cushion on the go. A must-have travel cushion!   UNIVERSAL UNISEX FIT Cushion measures 17.7 x 15.3 x 4.7in(hole size: 4.3*3.1in). you can take this sitting pillow anywhere , great for travel or trips home to office.   Is there any original box to come with it? As a gift, I need the box instead of plastic only. Our seat cushion comes with sturdy mailing box to prevent damage on long delivery. I have ichial pain. Does this help? It can help relief lower back pain, neck pain, tailbone, you can try it, but it's a seat cushion, cannot be used as medical tool. Measurement between holes? The holes are in sort of a heart shape and are approximately 4.3 inches at their nearest points. What's the measurement of heart hole? Heart Holes are 4.3 inches long and 3.1 inches wide.",37.89,USD,LOUTYTUO,
"VEVOR 39 Feet Chimney Sweep Kit, w/ 12 Reinforced Nylon Flexible Rods, Ergonomic Chimney Cleaning Brush, 360-Degree Brush Chimney Cleaner, Rich Accessories for Fireplace Flue Home Use Fits Most Pipes","Chimney Cleaning Kit-Guard Against Dryer Fires!   VEVOR Chimney Cleaning Assistant makes your cleaning tasks easier. Compared to regular kits, our chimney cleaning kit is more robust and durable, reducing your maintenance expenses.   Our durable composite nylon bristles generate powerful 360-degree rotation force, effortlessly removing accumulated dirt from the fireplace, significantly improving fireplace performance.   The chimney rods are made of high-quality nylon, offering great flexibility to navigate through those tough chimney bends for effective cleaning.   Each section of the chimney rod is equipped with sturdy alloy spring locks to ensure it stays securely fastened in any rotation direction, allowing for high-speed ash and debris removal.   Our chimney cleaner ensures a more thorough burn in your fireplace, making your room warmer while also helping you save on professional chimney cleaning service fees.",43.99,USD,VEVOR,
Innova Halo Star Leopard3 Disc Golf Driver – Disc Golf Driver (Colors Will Vary),Innova Halo Star Leopard3 Disc Golf Driver – Disc Golf Driver (Colors Will Vary),20.95,USD,Innova,
"Kenmore Pet Friendly Lightweight Bagged Canister Vacuum Cleaner with Extended Telescoping Wand, HEPA, 2 Motors, Retractable Cord, and 4 Cleaning Tools, Blue","Powerful 2-Motor System Combination of 2 motors provides effective brush rotation and powerful suction for deep cleaning HEPA Filtration System Captures 99.97% of dirty inside the vacuum Quick Transitions upper and lower wand easily releases to quickly change from cleaning the floor, to upholstery, to the ceiling 26' Auto Cord Rewind Automatic cord rewind retracts 26' of cord with a push of the button         3 Versatile Tools Functional attachments are stored on the unit for easy access and storage Whole Home Clean Removes ground-in dirty from carpets and powerfully cleans hard floors, stairs, and more Height Adjustmment 4 height adjustment levels provide optimal airflow and cleaning efficiency for any surface Telescoping Above Floor Cleaning Access difficult areas with 9.5' of extended reach. Detachable handle is perfect for cleaning furniture, car interiors, and tight spaces Technical Specifications Vol./Amps 120v 12A Suction Power(Hose End) ≥210W Air Flow ≥70 CFM Cord Length 26ft Hose Reach with Attachments 9.5ft Noise ≤73dB Replacement Bag Model 53292/53291 BC3005 Kenmore Bagged Upright Vacuum + Telescoping Wand BC7005 Kenmore Pet PowerMate + Dirt Sensing Technology 81615 Kenmore 600 Series + Pet PowerMate Kenmore 53292 HEPA Replacement Bags Add to Cart See Details Add to Cart Add to Cart Customer Reviews 4.2 out of 5 stars 9,526 — 4.2 out of 5 stars 9,526 4.8 out of 5 stars 5,481 Price $259.90$259.90 — $349.99$349.99 $12.99$12.99 Pet PowerMate Attachment Yes Yes Hose Reach with Attachments 9.5 ft 11 ft 10 ft Wand Type Aluminum Telescopic Aluminum Telescopic Aluminum Telescopic Exhaust Filter & Bag HEPA/HEPA Cloth HEPA/HEPA Cloth HEPA/HEPA Cloth Attachments 3 5 4 Cord Length 26 ft 26 ft 28 ft Features Variable Power Stair Grip, Dirt Sensor, Variable Power, Crossover Handle, On-Board Storage, LED Wand Stair Grip, Pop-N-Go, Variable Power Motor Dual Motors Dual Motors with Inducer Motor Dual Motors",259.9,USD,Kenmore,
"Gator Cases Pro Series Rotationally Molded 4U Rack Case with Standard 19"" Depth; Made in USA (G-PRO-4U-19), Black","The Gator Cases U.S.A. Made, rotationally molded G-PRO Series rack cases are manufactured in our Indiana facility to withstand the rigors of touring. Made with virtually indestructible roto-molded polyethylene; these cases will protect your rack gear from the damage and destruction that can occur in between gigs! The 19” rack-able depth is design to hold both, shallow and deep sitting gear. The molded-in ergonomic carry handles are design to provide comfort while moving your gear around. The G-Pro series rack case also comes with front and rear rack rails, as well as recessed twist latches.The Gator G Pro series rack cases are available in 2U, 4U, 6U, 8U, 10U and 12U sizes. The G Pro series also includes the rolling G-PROR series rack cases in 4U, 6U and 8U sizes. The G-PRO and G-PROR series rack cases were designed to provide solid protection for the gear mounted within them. Gator Cases understands that your gear is important and needs to be protected. This is why our designers designed the cases polyethylene frame to withstand impacts but maintain lightweight for easy transport. The solid rack rails are also designed to support your gear with no problem!Gator Cases is known for manufacturing innovative products designed to protect! We offer a wide range of available sizes, materials, and protection levels, for all types of instruments and gear including Frameworks stands, Rackworks install racks and accessories, and Protechtor drum cases. It isn’t hard to find a great reason why Gator should be the brand you trust to protect your equipment for life!",199.99,USD,Gator,
"Quip Adult Smart Electric Toothbrush - Sonic Toothbrush with Bluetooth & Rewards App, Travel Cover & Mirror Mount, Soft Bristles, Timer, and Metal Handle - All-Pink","quip Adult Smart Brush, All Black quip Adult Electric Toothbrush, Metal Handle, Copper quip Adult Electric Toothbrush, Plastic Handle, Green quip Cordless Water Flosser, All Black Metal quip Kids Electric Toothbrush, Rubber Handle, Purple Add to Cart See Details Add to Cart Add to Cart Add to Cart Customer Reviews 3.6 out of 5 stars 257 4.3 out of 5 stars 1,934 4.3 out of 5 stars 2,952 4.1 out of 5 stars 222 4.5 out of 5 stars 1,038 Price $58.59$58.59 — $19.97$19.97 $69.99$69.99 $19.97$19.97 What You Get Bluetooth Smart Motor brush, Replaceable brush head, Travel cover Electric brush, Replaceable brush head, Travel cover, Replaceable AAA battery Electric brush, Replaceable brush head, Travel cover, Replaceable AAA battery Bluetooth Smart Motor Replaceable floss tip Electric brush, Replaceable brush head, Travel cover, Replaceable AAA battery Rechargeable with Magnetic USB-A Cable ✓ ✓ Modes 1 sensitive sonic bristle vibrations 1 sensitive sonic bristle vibrations 1 sensitive sonic bristle vibrations 2 gentle & deep clean modes 1 sensitive sonic bristle vibrations Guiding Feature 2 min quad timer 2 min quad timer 2 min quad timer 360º tip for hard to reach places 2 min quad timer Battery Life Up to 3 months with 2x daily use Up to 3 months with 2x daily use Up to 3 months with 2x daily use Up to 8 weeks with daily use Up to 3 months with 2x daily use Charge Type Replaceable Battery Replaceable Battery Replaceable Battery Replaceable Battery Replaceable Battery American Dental Association Accepted ✓ ✓ ✓ ✓ Material Metal Metal Plastic Metal Rubber Track and Earn Rewards Smart sync with quip app and earn rewards Manually track with quip app and earn rewards Manually track with quip app and earn rewards Manually track with quip app and earn rewards Manually track with quip app and earn rewards",37.99,USD,Quip,
"Backpack Strap Mount Quick Clip Mount, 360 Degree Rotation Backpack Clamp Mount Compatible with Gopro Hero 12/11/10/9/8 Black, Session, DJI Osmo Action 4/3 and Most Action Cameras (BC-2)","Scientific Strength & More Stable No matter how it is clamped, the point of force remains above the center point. It is not easy to slide, and the force is more stable. Adjustable High And Low Viewing Angle Upward shooting and overhead shooting can be quickly switched to meet more shooting needs. More Shooting Angles Not only can it be clipped in front of the chest for shooting, it can also be used for shooting other parts of the shoulders.",12.99,USD,SKEZN,"[""https://m.media-amazon.com/images/I/61RVXCy2PKL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/61K-PhjvHaL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/61PLdtNnloL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/51cwovXbKIL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/61VtSE3yIzL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/61898QjwCvL._AC_SL1000_.jpg"",""https://m.media-amazon.com/images/I/51D0eLWwV6L._AC_SL1000_.jpg""]"
"YTFGGY Whiteboard Pinstripe Tape 6 Rolls 1/8"" Thin White Board Dry Erase Line Gridding Tape (Black)","Whiteboard Pinstripe Tape RoHS compliant Color: black Material: PET Size: 1/8-Inch wide, 108 feet long per PET roll Adhesive power(N/25mm): 7.5 Tensile strength(N/25mm): 115     Fit for grid creating, you can use these tapes to distinguish things and mark your paper works, line charts, guide lines, blackboard-writings, etc. Ultra thin gridding tapes can also work as craft tapes, such as creating lines on your scrapbooks, journals, paper crafts, fashion designs and so on Vinyl Pinstripe Tape Strong Silicon Adhesive Protection No residues left after you peel them off and they always holds tight throughout the tape’s rated temperature range. These graphic tapes have no paper backing, only adhesive. Goes on easy, comes off clean. Works well on a white board, dry erase board, plastic, glass, paper, wood, metal and ceramic etc Made of PET, durable and self adhesive. Stick to the whiteboard perfectly with strong adhesive. Easy to remove and leave no residue. Perfect for presentation in the classroom and office   WIDE APPLICATIONS Use these white board striping tape lines for a calendar, pin-striping, draping, charts, graphs, presentations, layouts, signs, hobbies, models, artwork or use as gift tape WHAT YOU GET 6 pcs pinstripe tape (6 rolls thin black vinyl tape )",4.99,USD,YTFGGY,
