name,price,description,image_url,product_url
Emo Rap Beanie,20.38,"Stay warm and stylish with this cozy Emo Rap beanie, perfect for any weather.",/static/products/beanie.jpg,https://example.com/beanie/3404
Melodic Rap T-shirt,22.81,A comfortable and stylish Melodic Rap t-shirt that makes a statement.,/static/products/t_shirt.jpg,https://example.com/t-shirt/1626
Drill Patches,16.52,Decorate your belongings with these vibrant and detailed Drill patches.,/static/products/patches.jpg,https://example.com/patches/8741
Cloud Rap Keychain,8.79,A compact and stylish keychain to showcase your love for Cloud Rap music.,/static/products/keychain.jpg,https://example.com/keychain/4644
Alternative Rap Mug,21.9,Sip your favorite drink from this high-quality Alternative Rap ceramic mug.,/static/products/mug.jpg,https://example.com/mug/8238
Conscious Rap Vinyl,40.39,A unique and exclusive Conscious Rap vinyl featuring legendary artists.,/static/products/vinyl.jpg,https://example.com/vinyl/2126
Mumble Rap Tote bag,20.68,"Eco-friendly and stylish, this Mumble Rap tote bag is perfect for everyday use.",/static/products/tote_bag.jpg,https://example.com/tote_bag/8938
Alternative Metal Hoodie,61.72,A unique and exclusive Alternative Metal hoodie perfect for any metal fan.,/static/products/hoodie.jpg,https://example.com/hoodie/9227
Grunge T-shirt,34.45,"Crafted from premium cotton, this Grunge t-shirt is a wardrobe essential.",/static/products/t_shirt.jpg,https://example.com/t-shirt/5544
Industrial Rock Patches,26.46,A unique and exclusive Industrial Rock patches collection.,/static/products/patches.jpg,https://example.com/patches/3810
System of a Down Beanie,24.83,"An essential for System of a Down fans, this beanie combines comfort and character.",/static/products/beanie.jpg,https://example.com/beanie/4735
Black Sabbath Vinyl,65.99,A unique and exclusive Black Sabbath vinyl featuring their greatest hits.,/static/products/vinyl.jpg,https://example.com/vinyl/2856
Nine Inch Nails T-shirt,22.81,A comfortable and stylish Nine Inch Nails t-shirt that makes a statement.,/static/products/t_shirt.jpg,https://example.com/t-shirt/1626
